Event	ID	Name			Wwise Object Path	Notes
	24515932	Yukinko_Tp			\SfxWorkUnit\SFX\Enemies\Yukinko_Tp	
	32826058	Cards_Show_Deck			\SfxWorkUnit\SFX\Cards\Cards_Show_Deck	
	128625444	Door_Close			\SfxWorkUnit\SFX\Enviroment\Door\Door_Close	
	491060007	UI_UnSelect			\SfxWorkUnit\SFX\UI\UI_UnSelect	
	535830432	Door_Open			\SfxWorkUnit\SFX\Enviroment\Door\Door_Open	
	1219344685	Okami_Attack			\SfxWorkUnit\SFX\Enemies\Okami_Attack	
	1390084087	Star_ReachDestination			\SfxWorkUnit\SFX\Cards\Star_ReachDestination	
	1511560907	Cards_Show_Play			\SfxWorkUnit\SFX\Cards\Cards_Show_Play	
	1793577345	Player_CantUseSpecialAttack			\SfxWorkUnit\SFX\Player\Player_CantUseSpecialAttack	
	1827819594	Yukinko_Dead			\SfxWorkUnit\SFX\Enemies\Yukinko_Dead	
	1889019163	NewCardAdded			\SfxWorkUnit\SFX\Cards\NewCardAdded	
	1966917113	Yukinko_CoveredHit			\SfxWorkUnit\SFX\Enemies\Yukinko_CoveredHit	
	1990870923	Player_RecieveDamage			\SfxWorkUnit\SFX\Player\Player_RecieveDamage	
	2114297034	Cards_Select_Play			\SfxWorkUnit\SFX\Cards\Cards_Select_Play	
	2268807029	ObjectiveCompleted			\SfxWorkUnit\SFX\UI\ObjectiveCompleted	
	2316635047	Yukinko_Hit			\SfxWorkUnit\SFX\Enemies\Yukinko_Hit	
	2390159089	Card_Pick			\SfxWorkUnit\SFX\Cards\Card_Pick	
	2394582229	Player_Dash			\SfxWorkUnit\SFX\Player\Player_Dash	
	2527860648	Stop_StormSound			\SfxWorkUnit\SFX\Stop_StormSound	
	2615123126	HealingSound			\SfxWorkUnit\SFX\UI\HealingSound	
	2759476964	Yukinko_Attack			\SfxWorkUnit\SFX\Enemies\Yukinko_Attack	
	2774129122	UI_Select			\SfxWorkUnit\SFX\UI\UI_Select	
	2964619405	Proyectile_Hit			\SfxWorkUnit\SFX\Enemies\Proyectile_Hit	
	3083087645	Player_Death			\SfxWorkUnit\SFX\Player\Player_Death	
	3430919778	Player_SpecialAttack			\SfxWorkUnit\SFX\Player\Player_SpecialAttack	
	3808387538	Player_Walk_Level1			\SfxWorkUnit\SFX\Player\Player_Walk\Player_Walk_Level1	
	4143195186	Play_StormSound			\SfxWorkUnit\SFX\Play_StormSound	
	4161660071	Player_Attack_Sword			\SfxWorkUnit\SFX\Player\Player_Attack_Sword	

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	28412123	Voice_Female_V1_Pain_Mono_01	C:\Users\silvi\Desktop\Covid19\Unity\Project-Aeterna\Project-Aeterna_WwiseProject\.cache\Windows\SFX\Voice_Female_V1_Pain_Mono_01_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Iteractions\Death\Voice_Female_V1_Pain_Mono_01		68148
	40101356	Voice_Female_V2_Attack_Mono_03	C:\Users\silvi\Desktop\Covid19\Unity\Project-Aeterna\Project-Aeterna_WwiseProject\.cache\Windows\SFX\Voice_Female_V2_Attack_Mono_03_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Attack\Attack_Sword\Player_effort\Voice_Female_V2_Attack_Mono_03		55276
	71045666	Voice_Female_V2_Hit_Short_Mono_01	C:\Users\silvi\Desktop\Covid19\Unity\Project-Aeterna\Project-Aeterna_WwiseProject\.cache\Windows\SFX\Voice_Female_V2_Hit_Short_Mono_01_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Iteractions\Player_Hit\Voice_Female_V2_Hit_Short_Mono_01		38760
	71909554	SWORD_02	C:\Users\silvi\Desktop\Covid19\Unity\Project-Aeterna\Project-Aeterna_WwiseProject\.cache\Windows\SFX\SWORD_05_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Attack\Attack_Sword\Weapon\SWORD_02		253092
	73217391	TutorialObjective_Complete	C:\Users\silvi\Desktop\Covid19\Unity\Project-Aeterna\Project-Aeterna_WwiseProject\.cache\Windows\SFX\Collectable_07_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\UI\TutorialObjective_Complete		196360
	74241320	Voice_Female_V2_Hit_Short_Mono_06	C:\Users\silvi\Desktop\Covid19\Unity\Project-Aeterna\Project-Aeterna_WwiseProject\.cache\Windows\SFX\Voice_Female_V2_Hit_Short_Mono_06_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Iteractions\Player_Hit\Voice_Female_V2_Hit_Short_Mono_06		44436
	88278307	a	C:\Users\silvi\Desktop\Covid19\Unity\Project-Aeterna\Project-Aeterna_WwiseProject\.cache\Windows\SFX\a_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Cards\ShowCard\a		352896
	97293026	Yukinko_TP	C:\Users\silvi\Desktop\Covid19\Unity\Project-Aeterna\Project-Aeterna_WwiseProject\.cache\Windows\SFX\Yukinko_TP_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Enemies\Yukinko_TP		353112
	108385202	Snow1 5-Audio	C:\Users\silvi\Desktop\Covid19\Unity\Project-Aeterna\Project-Aeterna_WwiseProject\.cache\Windows\SFX\Snow1 5-Audio_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Move\FootSteps_Level1\Snow1 5-Audio		133316
	136787914	Sinterminar-001	C:\Users\silvi\Desktop\Covid19\Unity\Project-Aeterna\Project-Aeterna_WwiseProject\.cache\Windows\SFX\Sinterminar-001_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Enemies\Proyectile_Hit\Sinterminar-001		441096
